# M6 v11 canonical neutral chaoiton profile beta(r)
# ODE: beta'' + (2/r)beta' - (2/r^2)beta + lambda*beta + 4g*beta^3 = 0
"# g = 1.0, lambda = -0.26469686, m_J_raw = sqrt(-lambda) = 0.51448699"
"# eta = 0.42511430, H/Q_spherical = 2.11756090"
"# m_chi = 0.460004 MeV, m_J = 0.618427 MeV, C = 770.16 MeV*fm"
# natural length unit R_phys = hbar*c/m_e = 386.1593 fm
r_natural,r_fm,beta_natural,dbeta_dr_natural
2.71943843,1050.1364,4.8202632349e-01,-3.2256500070e-01
2.72623802,1052.7621,4.7983413009e-01,-3.2223246558e-01
2.73303761,1055.3878,4.7764427660e-01,-3.2187682586e-01
2.73983721,1058.0135,4.7545691868e-01,-3.2149850560e-01
2.74663680,1060.6393,4.7327220908e-01,-3.2109792626e-01
2.75343639,1063.2650,4.7109029775e-01,-3.2067550663e-01
2.76023598,1065.8907,4.6891133176e-01,-3.2023166276e-01
2.76703558,1068.5164,4.6673545541e-01,-3.1976680785e-01
2.77383517,1071.1422,4.6456281016e-01,-3.1928135215e-01
2.78063476,1073.7679,4.6239353469e-01,-3.1877570285e-01
2.78743436,1076.3936,4.6022776492e-01,-3.1825026406e-01
2.79423395,1079.0193,4.5806563407e-01,-3.1770543673e-01
2.80103354,1081.6451,4.5590727262e-01,-3.1714161857e-01
2.80783314,1084.2708,4.5375280836e-01,-3.1655920393e-01
2.81463273,1086.8965,4.5160236640e-01,-3.1595858381e-01
2.82143232,1089.5222,4.4945606919e-01,-3.1534014572e-01
2.82823191,1092.1480,4.4731403659e-01,-3.1470427373e-01
2.83503151,1094.7737,4.4517638587e-01,-3.1405134836e-01
2.84183110,1097.3994,4.4304323169e-01,-3.1338174650e-01
2.84863069,1100.0252,4.4091468617e-01,-3.1269584135e-01
2.85543029,1102.6509,4.3879085889e-01,-3.1199400246e-01
2.86222988,1105.2766,4.3667185696e-01,-3.1127659565e-01
2.86902947,1107.9023,4.3455778501e-01,-3.1054398297e-01
2.87582907,1110.5281,4.3244874523e-01,-3.0979652263e-01
2.88262866,1113.1538,4.3034483733e-01,-3.0903456900e-01
2.88942825,1115.7795,4.2824615869e-01,-3.0825847258e-01
2.89622784,1118.4052,4.2615280428e-01,-3.0746857998e-01
2.90302744,1121.0310,4.2406486676e-01,-3.0666523391e-01
2.90982703,1123.6567,4.2198243645e-01,-3.0584877310e-01
2.91662662,1126.2824,4.1990560137e-01,-3.0501953231e-01
2.92342622,1128.9081,4.1783444730e-01,-3.0417784232e-01
2.93022581,1131.5339,4.1576905777e-01,-3.0332402994e-01
2.93702540,1134.1596,4.1370951413e-01,-3.0245841798e-01
2.94382500,1136.7853,4.1165589551e-01,-3.0158132520e-01
2.95062459,1139.4110,4.0960827890e-01,-3.0069306633e-01
2.95742418,1142.0368,4.0756673917e-01,-2.9979395207e-01
2.96422377,1144.6625,4.0553134907e-01,-2.9888428912e-01
2.97102337,1147.2882,4.0350217934e-01,-2.9796438013e-01
2.97782296,1149.9139,4.0147929860e-01,-2.9703452371e-01
2.98462255,1152.5397,3.9946277348e-01,-2.9609501440e-01
2.99142215,1155.1654,3.9745266863e-01,-2.9514614275e-01
2.99822174,1157.7911,3.9544904674e-01,-2.9418819527e-01
3.00502133,1160.4168,3.9345196856e-01,-2.9322145450e-01
3.01182093,1163.0426,3.9146149294e-01,-2.9224619890e-01
3.01862052,1165.6683,3.8947767682e-01,-2.9126270296e-01
3.02542011,1168.2940,3.8750057532e-01,-2.9027123717e-01
3.03221970,1170.9198,3.8553024172e-01,-2.8927206808e-01
3.03901930,1173.5455,3.8356672751e-01,-2.8826545829e-01
3.04581889,1176.1712,3.8161008241e-01,-2.8725166642e-01
3.05261848,1178.7969,3.7966035437e-01,-2.8623094715e-01
3.05941808,1181.4227,3.7771758964e-01,-2.8520355129e-01
3.06621767,1184.0484,3.7578183279e-01,-2.8416972576e-01
3.07301726,1186.6741,3.7385312670e-01,-2.8312971364e-01
3.07981686,1189.2998,3.7193151263e-01,-2.8208375411e-01
3.08661645,1191.9256,3.7001703021e-01,-2.8103208255e-01
3.09341604,1194.5513,3.6810971748e-01,-2.7997493054e-01
3.10021564,1197.1770,3.6620961094e-01,-2.7891252590e-01
3.10701523,1199.8027,3.6431674555e-01,-2.7784509273e-01
3.11381482,1202.4285,3.6243115474e-01,-2.7677285136e-01
3.12061441,1205.0542,3.6055287047e-01,-2.7569601843e-01
3.12741401,1207.6799,3.5868192322e-01,-2.7461480694e-01
3.13421360,1210.3056,3.5681834206e-01,-2.7352942624e-01
3.14101319,1212.9314,3.5496215465e-01,-2.7244008210e-01
3.14781279,1215.5571,3.5311338724e-01,-2.7134697670e-01
3.15461238,1218.1828,3.5127206472e-01,-2.7025030863e-01
3.16141197,1220.8085,3.4943821064e-01,-2.6915027300e-01
3.16821157,1223.4343,3.4761184727e-01,-2.6804706147e-01
3.17501116,1226.0600,3.4579299556e-01,-2.6694086221e-01
3.18181075,1228.6857,3.4398167519e-01,-2.6583186000e-01
3.18861034,1231.3114,3.4217790459e-01,-2.6472023617e-01
3.19540994,1233.9372,3.4038170099e-01,-2.6360616877e-01
3.20220953,1236.5629,3.3859308040e-01,-2.6248983250e-01
3.20900912,1239.1886,3.3681205768e-01,-2.6137139881e-01
3.21580872,1241.8143,3.3503864650e-01,-2.6025103587e-01
3.22260831,1244.4401,3.3327285943e-01,-2.5912890862e-01
3.22940790,1247.0658,3.3151470790e-01,-2.5800517884e-01
3.23620750,1249.6915,3.2976420227e-01,-2.5688000518e-01
3.24300709,1252.3173,3.2802135184e-01,-2.5575354319e-01
3.24980668,1254.9430,3.2628616484e-01,-2.5462594532e-01
3.25660627,1257.5687,3.2455864848e-01,-2.5349736098e-01
3.26340587,1260.1944,3.2283880897e-01,-2.5236793658e-01
3.27020546,1262.8202,3.2112665154e-01,-2.5123781559e-01
3.27700505,1265.4459,3.1942218044e-01,-2.5010713856e-01
3.28380465,1268.0716,3.1772539899e-01,-2.4897604310e-01
3.29060424,1270.6973,3.1603630956e-01,-2.4784466397e-01
3.29740383,1273.3231,3.1435491364e-01,-2.4671313314e-01
3.30420343,1275.9488,3.1268121181e-01,-2.4558157978e-01
3.31100302,1278.5745,3.1101520381e-01,-2.4445013033e-01
3.31780261,1281.2002,3.0935688851e-01,-2.4331890848e-01
3.32460220,1283.8260,3.0770626393e-01,-2.4218803527e-01
3.33140180,1286.4517,3.0606332730e-01,-2.4105762907e-01
3.33820139,1289.0774,3.0442807506e-01,-2.3992780568e-01
3.34500098,1291.7031,3.0280050286e-01,-2.3879867835e-01
3.35180058,1294.3289,3.0118060559e-01,-2.3767035773e-01
3.35860017,1296.9546,2.9956837738e-01,-2.3654295201e-01
3.36539976,1299.5803,2.9796381166e-01,-2.3541656691e-01
3.37219936,1302.2060,2.9636690114e-01,-2.3429130573e-01
3.37899895,1304.8318,2.9477763783e-01,-2.3316726940e-01
3.38579854,1307.4575,2.9319601307e-01,-2.3204455644e-01
3.39259813,1310.0832,2.9162201753e-01,-2.3092326307e-01
3.39939773,1312.7089,2.9005564123e-01,-2.2980348323e-01
3.40619732,1315.3347,2.8849687357e-01,-2.2868530860e-01
3.41299691,1317.9604,2.8694570333e-01,-2.2756882867e-01
3.41979651,1320.5861,2.8540211870e-01,-2.2645413068e-01
3.42659610,1323.2119,2.8386610725e-01,-2.2534129976e-01
3.43339569,1325.8376,2.8233765602e-01,-2.2423041891e-01
3.44019529,1328.4633,2.8081675147e-01,-2.2312156906e-01
3.44699488,1331.0890,2.7930337952e-01,-2.2201482907e-01
3.45379447,1333.7148,2.7779752555e-01,-2.2091027579e-01
3.46059406,1336.3405,2.7629917446e-01,-2.1980798404e-01
3.46739366,1338.9662,2.7480831059e-01,-2.1870802675e-01
3.47419325,1341.5919,2.7332491786e-01,-2.1761047488e-01
3.48099284,1344.2177,2.7184897966e-01,-2.1651539752e-01
3.48779244,1346.8434,2.7038047893e-01,-2.1542286188e-01
3.49459203,1349.4691,2.6891939818e-01,-2.1433293335e-01
3.50139162,1352.0948,2.6746571944e-01,-2.1324567551e-01
3.50819122,1354.7206,2.6601942437e-01,-2.1216115018e-01
3.51499081,1357.3463,2.6458049417e-01,-2.1107941745e-01
3.52179040,1359.9720,2.6314890965e-01,-2.1000053567e-01
3.52858999,1362.5977,2.6172465123e-01,-2.0892456153e-01
3.53538959,1365.2235,2.6030769895e-01,-2.0785155006e-01
3.54218918,1367.8492,2.5889803249e-01,-2.0678155467e-01
3.54898877,1370.4749,2.5749563117e-01,-2.0571462718e-01
3.55578837,1373.1006,2.5610047394e-01,-2.0465081784e-01
3.56258796,1375.7264,2.5471253945e-01,-2.0359017535e-01
3.56938755,1378.3521,2.5333180599e-01,-2.0253274691e-01
3.57618715,1380.9778,2.5195825156e-01,-2.0147857823e-01
3.58298674,1383.6035,2.5059185384e-01,-2.0042771359e-01
3.58978633,1386.2293,2.4923259021e-01,-1.9938019580e-01
3.59658593,1388.8550,2.4788043778e-01,-1.9833606628e-01
3.60338552,1391.4807,2.4653537338e-01,-1.9729536507e-01
3.61018511,1394.1064,2.4519737355e-01,-1.9625813086e-01
3.61698470,1396.7322,2.4386641460e-01,-1.9522440103e-01
3.62378430,1399.3579,2.4254247258e-01,-1.9419421163e-01
3.63058389,1401.9836,2.4122552329e-01,-1.9316759742e-01
3.63738348,1404.6094,2.3991554231e-01,-1.9214459195e-01
3.64418308,1407.2351,2.3861250499e-01,-1.9112522751e-01
3.65098267,1409.8608,2.3731638646e-01,-1.9010953519e-01
3.65778226,1412.4865,2.3602716166e-01,-1.8909754490e-01
3.66458186,1415.1123,2.3474480532e-01,-1.8808928537e-01
3.67138145,1417.7380,2.3346929196e-01,-1.8708478422e-01
3.67818104,1420.3637,2.3220059596e-01,-1.8608406795e-01
3.68498063,1422.9894,2.3093869147e-01,-1.8508716196e-01
3.69178023,1425.6152,2.2968355252e-01,-1.8409409057e-01
3.69857982,1428.2409,2.2843515294e-01,-1.8310487705e-01
3.70537941,1430.8666,2.2719346644e-01,-1.8211954367e-01
3.71217901,1433.4923,2.2595846655e-01,-1.8113811166e-01
3.71897860,1436.1181,2.2473012667e-01,-1.8016060128e-01
3.72577819,1438.7438,2.2350842008e-01,-1.7918703182e-01
3.73257779,1441.3695,2.2229331992e-01,-1.7821742161e-01
3.73937738,1443.9952,2.2108479920e-01,-1.7725178806e-01
3.74617697,1446.6210,2.1988283083e-01,-1.7629014768e-01
3.75297656,1449.2467,2.1868738761e-01,-1.7533251615e-01
3.75977616,1451.8724,2.1749844221e-01,-1.7437890804e-01
3.76657575,1454.4981,2.1631596724e-01,-1.7342933737e-01
3.77337534,1457.1239,2.1513993521e-01,-1.7248381722e-01
3.78017494,1459.7496,2.1397031851e-01,-1.7154235966e-01
3.78697453,1462.3753,2.1280708951e-01,-1.7060497639e-01
3.79377412,1465.0010,2.1165022045e-01,-1.6967167783e-01
3.80057372,1467.6268,2.1049968352e-01,-1.6874247399e-01
3.80737331,1470.2525,2.0935545086e-01,-1.6781737405e-01
3.81417290,1472.8782,2.0821749451e-01,-1.6689638626e-01
3.82097249,1475.5040,2.0708578651e-01,-1.6597951856e-01
3.82777209,1478.1297,2.0596029881e-01,-1.6506677774e-01
3.83457168,1480.7554,2.0484100332e-01,-1.6415817021e-01
3.84137127,1483.3811,2.0372787193e-01,-1.6325370167e-01
3.84817087,1486.0069,2.0262087647e-01,-1.6235337695e-01
3.85497046,1488.6326,2.0151998875e-01,-1.6145720063e-01
3.86177005,1491.2583,2.0042518055e-01,-1.6056517625e-01
3.86856965,1493.8840,1.9933642363e-01,-1.5967730703e-01
3.87536924,1496.5098,1.9825368973e-01,-1.5879359554e-01
3.88216883,1499.1355,1.9717695056e-01,-1.5791404358e-01
3.88896842,1501.7612,1.9610617784e-01,-1.5703865274e-01
3.89576802,1504.3869,1.9504134328e-01,-1.5616742368e-01
3.90256761,1507.0127,1.9398241856e-01,-1.5530035675e-01
3.90936720,1509.6384,1.9292937540e-01,-1.5443745177e-01
3.91616680,1512.2641,1.9188218549e-01,-1.5357870784e-01
3.92296639,1514.8898,1.9084082055e-01,-1.5272412389e-01
3.92976598,1517.5156,1.8980525230e-01,-1.5187369803e-01
3.93656558,1520.1413,1.8877545246e-01,-1.5102742809e-01
3.94336517,1522.7670,1.8775139279e-01,-1.5018531143e-01
3.95016476,1525.3927,1.8673304507e-01,-1.4934734478e-01
3.95696435,1528.0185,1.8572038107e-01,-1.4851352472e-01
3.96376395,1530.6442,1.8471337263e-01,-1.4768384710e-01
3.97056354,1533.2699,1.8371199158e-01,-1.4685830753e-01
3.97736313,1535.8956,1.8271620981e-01,-1.4603690121e-01
3.98416273,1538.5214,1.8172599924e-01,-1.4521962278e-01
3.99096232,1541.1471,1.8074133180e-01,-1.4440646675e-01
3.99776191,1543.7728,1.7976217950e-01,-1.4359742699e-01
4.00456151,1546.3986,1.7878851437e-01,-1.4279249716e-01
4.01136110,1549.0243,1.7782030847e-01,-1.4199167056e-01
4.01816069,1551.6500,1.7685753394e-01,-1.4119494002e-01
4.02496028,1554.2757,1.7590016295e-01,-1.4040229821e-01
4.03175988,1556.9015,1.7494816772e-01,-1.3961373729e-01
4.03855947,1559.5272,1.7400152053e-01,-1.3882924922e-01
4.04535906,1562.1529,1.7306019372e-01,-1.3804882563e-01
4.05215866,1564.7786,1.7212415968e-01,-1.3727245776e-01
4.05895825,1567.4044,1.7119339086e-01,-1.3650013672e-01
4.06575784,1570.0301,1.7026785978e-01,-1.3573185316e-01
4.07255744,1572.6558,1.6934753901e-01,-1.3496759755e-01
4.07935703,1575.2815,1.6843240120e-01,-1.3420736011e-01
4.08615662,1577.9073,1.6752241907e-01,-1.3345113069e-01
4.09295622,1580.5330,1.6661756539e-01,-1.3269889903e-01
4.09975581,1583.1587,1.6571781302e-01,-1.3195065449e-01
4.10655540,1585.7844,1.6482313488e-01,-1.3120638627e-01
4.11335499,1588.4102,1.6393350397e-01,-1.3046608336e-01
4.12015459,1591.0359,1.6304889338e-01,-1.2972973441e-01
4.12695418,1593.6616,1.6216927624e-01,-1.2899732800e-01
4.13375377,1596.2873,1.6129462581e-01,-1.2826885239e-01
4.14055337,1598.9131,1.6042491538e-01,-1.2754429569e-01
4.14735296,1601.5388,1.5956011835e-01,-1.2682364582e-01
4.15415255,1604.1645,1.5870020820e-01,-1.2610689043e-01
4.16095215,1606.7902,1.5784515849e-01,-1.2539401712e-01
4.16775174,1609.4160,1.5699494286e-01,-1.2468501319e-01
4.17455133,1612.0417,1.5614953506e-01,-1.2397986584e-01
4.18135092,1614.6674,1.5530890889e-01,-1.2327856209e-01
4.18815052,1617.2931,1.5447303828e-01,-1.2258108876e-01
4.19495011,1619.9189,1.5364189721e-01,-1.2188743260e-01
4.20174970,1622.5446,1.5281545979e-01,-1.2119758011e-01
4.20854930,1625.1703,1.5199370019e-01,-1.2051151773e-01
4.21534889,1627.7961,1.5117659267e-01,-1.1982923175e-01
4.22214848,1630.4218,1.5036411165e-01,-1.1915070827e-01
4.22894808,1633.0475,1.4955623153e-01,-1.1847593334e-01
4.23574767,1635.6732,1.4875292692e-01,-1.1780489283e-01
4.24254726,1638.2990,1.4795417245e-01,-1.1713757252e-01
4.24934685,1640.9247,1.4715994288e-01,-1.1647395810e-01
4.25614645,1643.5504,1.4637021307e-01,-1.1581403508e-01
4.26294604,1646.1761,1.4558495794e-01,-1.1515778897e-01
4.26974563,1648.8019,1.4480415257e-01,-1.1450520509e-01
4.27654523,1651.4276,1.4402777209e-01,-1.1385626872e-01
4.28334482,1654.0533,1.4325579175e-01,-1.1321096504e-01
4.29014441,1656.6790,1.4248818692e-01,-1.1256927911e-01
4.29694401,1659.3048,1.4172493302e-01,-1.1193119599e-01
4.30374360,1661.9305,1.4096600563e-01,-1.1129670057e-01
4.31054319,1664.5562,1.4021138039e-01,-1.1066577772e-01
4.31734278,1667.1819,1.3946103306e-01,-1.1003841225e-01
4.32414238,1669.8077,1.3871493953e-01,-1.0941458886e-01
4.33094197,1672.4334,1.3797307572e-01,-1.0879429224e-01
4.33774156,1675.0591,1.3723541774e-01,-1.0817750698e-01
4.34454116,1677.6848,1.3650194176e-01,-1.0756421764e-01
4.35134075,1680.3106,1.3577262404e-01,-1.0695440873e-01
4.35814034,1682.9363,1.3504744101e-01,-1.0634806468e-01
4.36493994,1685.5620,1.3432636911e-01,-1.0574516993e-01
4.37173953,1688.1877,1.3360938498e-01,-1.0514570883e-01
4.37853912,1690.8135,1.3289646532e-01,-1.0454966572e-01
4.38533871,1693.4392,1.3218758692e-01,-1.0395702491e-01
4.39213831,1696.0649,1.3148272672e-01,-1.0336777063e-01
4.39893790,1698.6907,1.3078186174e-01,-1.0278188716e-01
4.40573749,1701.3164,1.3008496911e-01,-1.0219935868e-01
4.41253709,1703.9421,1.2939202608e-01,-1.0162016939e-01
4.41933668,1706.5678,1.2870300999e-01,-1.0104430346e-01
4.42613627,1709.1936,1.2801789831e-01,-1.0047174503e-01
4.43293587,1711.8193,1.2733666858e-01,-9.9902478237e-02
4.43973546,1714.4450,1.2665929849e-01,-9.9336487209e-02
4.44653505,1717.0707,1.2598576583e-01,-9.8773756053e-02
4.45333464,1719.6965,1.2531604845e-01,-9.8214268873e-02
4.46013424,1722.3222,1.2465012440e-01,-9.7658009767e-02
4.46693383,1724.9479,1.2398797173e-01,-9.7104962829e-02
4.47373342,1727.5736,1.2332956869e-01,-9.6555112154e-02
4.48053302,1730.1994,1.2267489360e-01,-9.6008441835e-02
4.48733261,1732.8251,1.2202392486e-01,-9.5464935971e-02
4.49413220,1735.4508,1.2137664104e-01,-9.4924578666e-02
4.50093180,1738.0765,1.2073302075e-01,-9.4387354029e-02
4.50773139,1740.7023,1.2009304278e-01,-9.3853246181e-02
4.51453098,1743.3280,1.1945668598e-01,-9.3322239252e-02
4.52133057,1745.9537,1.1882392929e-01,-9.2794317385e-02
4.52813017,1748.5794,1.1819475184e-01,-9.2269464743e-02
4.53492976,1751.2052,1.1756913276e-01,-9.1747665494e-02
4.54172935,1753.8309,1.1694705138e-01,-9.1228903838e-02
4.54852895,1756.4566,1.1632848708e-01,-9.0713163986e-02
4.55532854,1759.0823,1.1571341937e-01,-9.0200430169e-02
4.56212813,1761.7081,1.1510182788e-01,-8.9690686651e-02
4.56892773,1764.3338,1.1449369230e-01,-8.9183917708e-02
4.57572732,1766.9595,1.1388899248e-01,-8.8680107654e-02
4.58252691,1769.5853,1.1328770835e-01,-8.8179240822e-02
4.58932650,1772.2110,1.1268981994e-01,-8.7681301573e-02
4.59612610,1774.8367,1.1209530742e-01,-8.7186274312e-02
4.60292569,1777.4624,1.1150415101e-01,-8.6694143452e-02
4.60972528,1780.0882,1.1091633110e-01,-8.6204893464e-02
4.61652488,1782.7139,1.1033182814e-01,-8.5718508836e-02
4.62332447,1785.3396,1.0975062269e-01,-8.5234974093e-02
4.63012406,1787.9653,1.0917269545e-01,-8.4754273810e-02
4.63692366,1790.5911,1.0859802717e-01,-8.4276392578e-02
4.64372325,1793.2168,1.0802659875e-01,-8.3801315047e-02
4.65052284,1795.8425,1.0745839118e-01,-8.3329025895e-02
4.65732244,1798.4682,1.0689338554e-01,-8.2859509839e-02
4.66412203,1801.0940,1.0633156304e-01,-8.2392751653e-02
4.67092162,1803.7197,1.0577290497e-01,-8.1928736130e-02
4.67772121,1806.3454,1.0521739273e-01,-8.1467448131e-02
4.68452081,1808.9711,1.0466500784e-01,-8.1008872547e-02
4.69132040,1811.5969,1.0411573189e-01,-8.0552994311e-02
4.69811999,1814.2226,1.0356954661e-01,-8.0099798423e-02
4.70491959,1816.8483,1.0302643378e-01,-7.9649269900e-02
4.71171918,1819.4740,1.0248637535e-01,-7.9201393836e-02
4.71851877,1822.0998,1.0194935332e-01,-7.8756155356e-02
4.72531837,1824.7255,1.0141534980e-01,-7.8313539634e-02
4.73211796,1827.3512,1.0088434702e-01,-7.7873531912e-02
4.73891755,1829.9769,1.0035632727e-01,-7.7436117455e-02
4.74571714,1832.6027,9.9831273003e-02,-7.7001281605e-02
4.75251674,1835.2284,9.9309166716e-02,-7.6569009744e-02
4.75931633,1837.8541,9.8789991014e-02,-7.6139287300e-02
4.76611592,1840.4798,9.8273728640e-02,-7.5712099778e-02
4.77291552,1843.1056,9.7760362374e-02,-7.5287432704e-02
4.77971511,1845.7313,9.7249875151e-02,-7.4865271688e-02
4.78651470,1848.3570,9.6742249976e-02,-7.4445602381e-02
4.79331430,1850.9828,9.6237469937e-02,-7.4028410481e-02
4.80011389,1853.6085,9.5735518268e-02,-7.3613681769e-02
4.80691348,1856.2342,9.5236378236e-02,-7.3201402048e-02
4.81371307,1858.8599,9.4740033260e-02,-7.2791557207e-02
4.82051267,1861.4857,9.4246466828e-02,-7.2384133178e-02
4.82731226,1864.1114,9.3755662509e-02,-7.1979115944e-02
4.83411185,1866.7371,9.3267604017e-02,-7.1576491572e-02
4.84091145,1869.3628,9.2782275096e-02,-7.1176246151e-02
4.84771104,1871.9886,9.2299659639e-02,-7.0778365862e-02
4.85451063,1874.6143,9.1819741608e-02,-7.0382836928e-02
4.86131023,1877.2400,9.1342505045e-02,-6.9989645625e-02
4.86810982,1879.8657,9.0867934130e-02,-6.9598778315e-02
4.87490941,1882.4915,9.0396013077e-02,-6.9210221384e-02
4.88170900,1885.1172,8.9926726244e-02,-6.8823961310e-02
4.88850860,1887.7429,8.9460058055e-02,-6.8439984617e-02
4.89530819,1890.3686,8.8995993013e-02,-6.8058277881e-02
4.90210778,1892.9944,8.8534515759e-02,-6.7678827766e-02
4.90890738,1895.6201,8.8075610962e-02,-6.7301620962e-02
4.91570697,1898.2458,8.7619263436e-02,-6.6926644250e-02
4.92250656,1900.8715,8.7165458058e-02,-6.6553884461e-02
4.92930616,1903.4973,8.6714179782e-02,-6.6183328474e-02
4.93610575,1906.1230,8.6265413697e-02,-6.5814963264e-02
4.94290534,1908.7487,8.5819144920e-02,-6.5448775826e-02
4.94970493,1911.3744,8.5375358707e-02,-6.5084753252e-02
4.95650453,1914.0002,8.4934040381e-02,-6.4722882681e-02
4.96330412,1916.6259,8.4495175334e-02,-6.4363151303e-02
4.97010371,1919.2516,8.4058749093e-02,-6.4005546402e-02
4.97690331,1921.8774,8.3624747214e-02,-6.3650055286e-02
4.98370290,1924.5031,8.3193155384e-02,-6.3296665357e-02
4.99050249,1927.1288,8.2763959358e-02,-6.2945364066e-02
4.99730209,1929.7545,8.2337144960e-02,-6.2596138916e-02
5.00410168,1932.3803,8.1912698143e-02,-6.2248977505e-02
5.01090127,1935.0060,8.1490604888e-02,-6.1903867450e-02
5.01770086,1937.6317,8.1070851307e-02,-6.1560796469e-02
5.02450046,1940.2574,8.0653423576e-02,-6.1219752326e-02
5.03130005,1942.8832,8.0238307938e-02,-6.0880722836e-02
5.03809964,1945.5089,7.9825490762e-02,-6.0543695911e-02
5.04489924,1948.1346,7.9414958445e-02,-6.0208659481e-02
5.05169883,1950.7603,7.9006697512e-02,-5.9875601577e-02
5.05849842,1953.3861,7.8600694548e-02,-5.9544510277e-02
5.06529802,1956.0118,7.8196936207e-02,-5.9215373708e-02
5.07209761,1958.6375,7.7795409262e-02,-5.8888180095e-02
5.07889720,1961.2632,7.7396100516e-02,-5.8562917682e-02
5.08569679,1963.8890,7.6998996895e-02,-5.8239574811e-02
5.09249639,1966.5147,7.6604085381e-02,-5.7918139868e-02
5.09929598,1969.1404,7.6211352973e-02,-5.7598601253e-02
5.10609557,1971.7661,7.5820786896e-02,-5.7280947544e-02
5.11289517,1974.3919,7.5432374432e-02,-5.6965167366e-02
5.11969476,1977.0176,7.5046102859e-02,-5.6651249340e-02
5.12649435,1979.6433,7.4661959459e-02,-5.6339182090e-02
5.13329395,1982.2690,7.4279931635e-02,-5.6028954339e-02
5.14009354,1984.8948,7.3900007025e-02,-5.5720554996e-02
5.14689313,1987.5205,7.3522173290e-02,-5.5413972993e-02
5.15369273,1990.1462,7.3146418092e-02,-5.5109197261e-02
5.16049232,1992.7720,7.2772729094e-02,-5.4806216732e-02
5.16729191,1995.3977,7.2401094077e-02,-5.4505020434e-02
5.17409150,1998.0234,7.2031501049e-02,-5.4205597583e-02
5.18089110,2000.6491,7.1663938044e-02,-5.3907937414e-02
5.18769069,2003.2749,7.1298393095e-02,-5.3612029165e-02
5.19449028,2005.9006,7.0934854235e-02,-5.3317862072e-02
5.20128988,2008.5263,7.0573309615e-02,-5.3025425467e-02
5.20808947,2011.1520,7.0213747602e-02,-5.2734708866e-02
5.21488906,2013.7778,6.9856156592e-02,-5.2445701806e-02
5.22168866,2016.4035,6.9500524978e-02,-5.2158393826e-02
5.22848825,2019.0292,6.9146841157e-02,-5.1872774464e-02
5.23528784,2021.6549,6.8795093634e-02,-5.1588833350e-02
5.24208743,2024.2807,6.8445271128e-02,-5.1306560297e-02
5.24888703,2026.9064,6.8097362386e-02,-5.1025945139e-02
5.25568662,2029.5321,6.7751356153e-02,-5.0746977712e-02
5.26248621,2032.1578,6.7407241175e-02,-5.0469647850e-02
5.26928581,2034.7836,6.7065006305e-02,-5.0193945478e-02
5.27608540,2037.4093,6.6724640603e-02,-4.9919860701e-02
5.28288499,2040.0350,6.6386133157e-02,-4.9647383646e-02
5.28968459,2042.6607,6.6049473053e-02,-4.9376504438e-02
5.29648418,2045.2865,6.5714649378e-02,-4.9107213207e-02
5.30328377,2047.9122,6.5381651320e-02,-4.8839500164e-02
5.31008336,2050.5379,6.5050468273e-02,-4.8573355703e-02
5.31688296,2053.1636,6.4721089655e-02,-4.8308770237e-02
5.32368255,2055.7894,6.4393504883e-02,-4.8045734178e-02
5.33048214,2058.4151,6.4067703375e-02,-4.7784237942e-02
5.33728174,2061.0408,6.3743674647e-02,-4.7524272026e-02
5.34408133,2063.6665,6.3421408414e-02,-4.7265827103e-02
5.35088092,2066.2923,6.3100894414e-02,-4.7008893869e-02
5.35768052,2068.9180,6.2782122388e-02,-4.6753463017e-02
5.36448011,2071.5437,6.2465082073e-02,-4.6499525243e-02
5.37127970,2074.1695,6.2149763305e-02,-4.6247071324e-02
5.37807929,2076.7952,6.1836156110e-02,-4.5996092209e-02
5.38487889,2079.4209,6.1524250538e-02,-4.5746578868e-02
5.39167848,2082.0466,6.1214036641e-02,-4.5498522271e-02
5.39847807,2084.6724,6.0905504471e-02,-4.5251913389e-02
5.40527767,2087.2981,6.0598644168e-02,-4.5006743272e-02
5.41207726,2089.9238,6.0293446063e-02,-4.4763003138e-02
5.41887685,2092.5495,5.9989900510e-02,-4.4520684226e-02
5.42567645,2095.1753,5.9687997862e-02,-4.4279777777e-02
5.43247604,2097.8010,5.9387728473e-02,-4.4040275032e-02
5.43927563,2100.4267,5.9089082784e-02,-4.3802167305e-02
5.44607522,2103.0524,5.8792051420e-02,-4.3565446081e-02
5.45287482,2105.6782,5.8496625026e-02,-4.3330102862e-02
5.45967441,2108.3039,5.8202794251e-02,-4.3096129150e-02
